1.3416554480791092
1.351476538926363,1.0144446454942226,0.9410565253347158,0.8703796155750751,0.8326557166874409
1.388560215011239,1.0263633988797665,0.9346679747104645,0.8676485791802406,0.829347113147378
1.346324659883976,1.0518800169229507,0.9219909645617008,0.8549068123102188,0.8215737864375114,0.7874212544411421,0.7520164530724287,0.7282757461071014,0.7151563595980406,0.7022744808346033,0.6654125954955816,0.6570409368723631,0.6403761841356754,0.606260510161519,0.596244452521205,0.6025345847010612,0.5735368300229311,0.5601432798430324,0.5457687266170979,0.5372794959694147,0.5243217749521136,0.5165539719164371,0.5124512296169996,0.4929898288100958,0.4785324903205037,0.47293581534177065,0.46797822788357735,0.46443553827703,0.45519961696118116,0.4489425914362073,0.43181612715125084,0.42493153363466263,0.41861635632812977,0.41333831660449505,0.4074304085224867,0.40175956673920155,0.3912587985396385,0.3773127133026719,0.374241491779685,0.3730562860146165,0.36951291374862194,0.36298052221536636,0.3545593237504363,0.3589205928146839,0.35768676921725273,0.3458917457610369,0.3451976953074336,0.3384479684755206,0.3382150949910283,0.3296623853966594,0.32622068747878075,0.3198232213035226,0.32141287811100483,0.32218004018068314,0.31831422075629234,0.3147875750437379,0.3154498375952244,0.31112029403448105,0.3002305757254362,0.2971774819307029,0.3000186840072274,0.29469125997275114,0.29026920860633254,0.28979721013456583,0.2852612445130944,0.28757426096126437,0.2858272586017847,0.282907010987401,0.2786436751484871,0.27796005737036467,0.2782944245263934,0.2735166442580521,0.2694991766475141,0.26740707317367196,0.2645333376713097,0.26362633518874645,0.2678101360797882,0.2659332421608269,0.2612353381700814,0.2604456036351621,0.25994015019387007,0.25743618747219443,0.2583154272288084,0.25725561659783125,0.25530844647437334,0.24955300753936172,0.2479973305016756,0.24718589009717107,0.24778725719079375,0.24406740721315145,0.24348359368741512,0.24139990704134107,0.24387860437855124,0.24515307834371924,0.23930654907599092,0.23882409138604999,0.23868010053411126,0.23787103593349457,0.2352206432260573,0.23832037253305316,0.2360704648308456,0.23345041368156672,0.23595120385289192,0.23287652852013707,0.23279282124713063,0.22805783059448004,0.22967914957553148,0.23062593769282103,0.22870666487142444,0.22552279522642493,0.22520249616354704,0.22319547412917018,0.22472327901050448,0.22345134150236845,0.2220327528193593,0.2210831716656685,0.22117478772997856,0.2158118300139904,0.21556604141369462,0.2159281256608665,0.21480291662737727,0.21486977906897664,0.21409254660829902,0.21334848320111632,0.21286868071183562,0.21171335922554135,0.21243489580228925,0.2134447288699448,0.20937659638002515,0.2120185843668878,0.21112730959430337,0.20857656374573708,0.2067362917587161,0.20607914682477713,0.2053026999346912,0.20626980857923627,0.20742161618545651,0.20580318849533796,0.20600172178819776,0.20323868608102202,0.20412714639678597,0.20567001309245825,0.20043799793347716,0.2034981013275683,0.2034120885655284,0.20100416149944067,0.20110694039613008,0.200320556294173,0.20017411094158888,0.1972172474488616
3.430233955383301
3.317741274833679,2.839331030845642
3.1467342376708984,2.4137825965881348
1.2796539380215108
1.2511541969142854,0.9912052289582789
3.608008861541748
3.337233543395996
3.325986385345459
3.5679707527160645
3.297468900680542
3.2784905433654785,2.883420944213867,2.7893600463867188,2.4560017585754395,2.469524383544922,2.5318727493286133,2.4691379070281982,2.367825508117676,2.3398146629333496,2.42585825920105
3.5430307388305664,2.8902087211608887
3.2693185806274414,2.460402250289917
3.4951276779174805,2.661188840866089,2.073582172393799,2.175816297531128,1.6501017808914185,1.618819236755371,1.698554515838623,1.4986498355865479,1.6174392700195312,1.7484368085861206
3.188652515411377,1.8812811374664307
2.9531373977661133
3.569847822189331
3.289414405822754
3.531179904937744
3.6241703033447266
3.436826705932617
